station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
CWII,2020-02-12 06:00,-96.5622,50.6951,220.00,1.40,-4.00,77.49,360.00,13.00,0.00,M,1013.20,M,24.00,M,M,M,M,M,M,M,M,M,M,M,M,25.00,350.00,2020-02-12 05:27,-17.63,CWII 120600Z AUTO 36013G24KT M17/M20 RMK AO1 PRESRR PK WND 35025/0527 SLP132 T11701200 53054
CWJD,2020-02-12 06:00,-99.2678,53.1864,223.00,-20.70,-30.50,59.23,360.00,6.00,0.00,M,1025.30,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-37.94,CWJD 120600Z AUTO 36006KT M29/M35 RMK AO1 SOG 45 1053 SLP253 T12931347
CWNK,2020-02-12 06:00,-98.0297,49.4981,268.00,6.60,2.80,84.01,M,M,0.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWNK 120600Z AUTO M14/M16 RMK AO1 30 0504Z T11411162 50006
CWPO,2020-02-12 06:00,-98.9050,49.1911,470.00,5.00,0.70,81.96,20.00,25.00,0.00,M,1012.50,M,32.00,M,M,M,M,M,M,M,M,M,M,M,M,36.00,10.00,2020-02-12 05:46,-18.74,CWPO 120600Z AUTO 02025G32KT M15/M17 RMK AO1 PRESRR SOG 22 3056 PK WND 01036/0546 SLP125 T11501174 50009
CXGH,2020-02-12 06:00,-96.9822,50.6311,217.00,-0.60,-7.80,70.83,360.00,18.00,0.00,M,1012.00,M,29.00,M,M,M,M,M,M,M,M,M,M,M,M,31.00,10.00,2020-02-12 05:38,-23.17,CXGH 120600Z AUTO 36018G29KT M18/M22 RMK AO1 PRESRR PK WND 01031/0538 SLP120 T11811221 53056
CXWN,2020-02-12 06:00,-97.1296,49.8885,230.00,6.30,2.10,82.45,350.00,12.00,0.00,M,1010.60,M,20.00,M,M,M,M,M,M,M,M,M,M,M,M,21.00,330.00,2020-02-12 05:26,-10.71,CXWN 120600Z AUTO 35012G20KT M14/M17 RMK AO1 1056 PK WND 33021/0526 SLP106 T11431166 50004
CYBR,2020-02-12 06:00,-99.9519,49.9100,409.00,5.00,-2.20,71.50,50.00,17.00,0.00,29.84,1014.00,10.00,29.00,SCT,OVC,M,M,4500.00,8400.00,M,M,-SN DRSN,M,M,M,M,M,M,-15.30,CYBR 120600Z 05017G29KT 10SM -SN DRSN SCT045 OVC084 M15/M19 A2984 RMK SC3AC5 PRESRR SLP140
CYIV,2020-02-12 06:00,-94.6537,53.8571,237.00,-27.40,-34.60,67.31,340.00,10.00,0.00,30.03,1019.90,15.00,M,CLR,M,M,M,M,M,M,M,DRSN,M,M,M,M,M,M,-51.52,CYIV 120600Z 34010KT 15SM DRSN SKC M33/M37 A3003 RMK SLP199
CYNE,2020-02-12 06:00,-97.8442,53.9583,223.00,-25.60,-32.80,67.56,340.00,10.00,0.00,30.15,1023.90,9.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-49.26,CYNE 120600Z AUTO 34010G15KT 9SM CLR M32/M36 A3015 RMK SLP239
CYQD,2020-02-12 06:00,-101.0911,53.9714,271.00,-22.00,-31.00,61.68,330.00,13.00,0.00,30.23,1027.10,9.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-47.61,CYQD 120600Z AUTO 33013G18KT 9SM CLR M30/M35 A3023 RMK SLP271
CYTH,2020-02-12 06:00,-97.8642,55.8011,218.00,-29.20,-36.40,67.05,310.00,8.00,0.00,30.14,1024.50,15.00,M,CLR,M,M,M,M,M,M,M,IC DRSN,M,M,M,M,M,M,-51.27,CYTH 120600Z 31008KT 15SM IC DRSN SKC M34/M38 A3014 RMK SLP245
CYYL,2020-02-12 06:00,-101.0761,56.8639,357.00,-31.00,-38.20,66.79,310.00,8.00,0.00,30.21,1029.00,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-53.49,CYYL 120600Z AUTO 31008KT 9SM CLR M35/M39 A3021 RMK SLP290
CYYQ,2020-02-12 06:00,-94.0650,58.7392,29.00,-31.00,-36.40,73.99,310.00,17.00,0.00,30.04,1017.90,1.50,22.00,VV ,M,M,M,800.00,M,M,M,IC BLSN,M,M,M,M,M,M,-62.46,CYYQ 120600Z 31017G22KT 1 1/2SM IC BLSN VV008 M35/M38 A3004 RMK BLSN8 SLP179
CYGX,2020-02-12 06:00,-94.7106,56.3575,145.00,-34.60,-41.80,66.26,320.00,12.00,0.00,30.08,1021.30,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-62.76,CYGX 120600Z 32012KT 15SM SKC M37/M41 A3008 RMK SLP213
CYBQ,2020-02-12 06:00,-98.5122,58.7061,281.00,-32.80,-40.00,66.53,320.00,10.00,0.00,30.08,1023.90,9.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-58.29,CYBQ 120600Z AUTO 32010G18KT 290V350 9SM CLR M36/M40 A3008 RMK SLP239
CYDN,2020-02-12 06:01,-100.0525,51.1008,305.00,-5.80,-9.40,83.91,10.00,22.00,0.00,30.04,1020.10,1.00,28.00,SCT,OVC,M,M,1200.00,6500.00,M,M,-SN BLSN,M,M,M,M,M,M,-32.04,CYDN 120601Z AUTO 01022G28KT 1SM -SN BLSN SCT012 OVC065 M21/M23 A3004 RMK PRESRR SLP201
CYDN,2020-02-12 06:05,-100.0525,51.1008,305.00,-5.80,-9.40,83.91,10.00,18.00,0.00,30.05,1020.30,1.00,28.00,FEW,BKN,OVC,M,1000.00,1400.00,6500.00,M,-SN,M,M,M,M,M,M,-30.01,CYDN 120605Z AUTO 01018G28KT 1SM -SN FEW010 BKN014 OVC065 M21/M23 A3005 RMK PRESRR SLP203
CYDN,2020-02-12 06:12,-100.0525,51.1008,305.00,-5.80,-11.20,76.77,10.00,21.00,0.00,30.05,1020.50,1.25,27.00,FEW,BKN,OVC,M,800.00,1400.00,6500.00,M,-SN BLSN,M,M,M,M,M,M,-31.56,CYDN 120612Z AUTO 01021G27KT 1 1/4SM -SN BLSN FEW008 BKN014 OVC065 M21/M24 A3005 RMK PRESRR SLP205
CYDN,2020-02-12 06:17,-100.0525,51.1008,305.00,-5.80,-11.20,76.77,10.00,23.00,0.00,30.06,1020.70,1.00,M,FEW,BKN,OVC,M,800.00,1400.00,6500.00,M,-SN BLSN,M,M,M,M,M,M,-32.50,CYDN 120617Z AUTO 01023KT 1SM -SN BLSN FEW008 BKN014 OVC065 M21/M24 A3006 RMK PRESRR SLP207
CYWG,2020-02-12 06:30,-97.2333,49.9167,239.00,3.20,-2.20,77.67,360.00,24.00,0.00,29.83,1012.00,3.00,33.00,OVC,M,M,M,4300.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-20.80,CYWG 120630Z 36024G33KT 3SM R31/3500VP6000FT/U -SN BLSN OVC043 M16/M19 A2983 RMK SC8 PRESRR SLP120
CYDN,2020-02-12 06:38,-100.0525,51.1008,305.00,-7.60,-13.00,76.59,10.00,16.00,0.00,30.09,1021.70,1.25,25.00,OVC,M,M,M,1000.00,M,M,M,-SN,M,M,M,M,M,M,-31.20,CYDN 120638Z AUTO 01016G25KT 1 1/4SM -SN OVC010 M22/M25 A3009 RMK PRESRR SLP217
CYDN,2020-02-12 06:57,-100.0525,51.1008,305.00,-9.40,-14.80,76.40,20.00,18.00,0.00,30.10,1022.10,2.00,23.00,BKN,M,M,M,1000.00,M,M,M,HZ,M,M,M,M,M,M,-34.75,CYDN 120657Z AUTO 02018G23KT 2SM HZ BKN010 M23/M26 A3010 RMK VIS VRB 1 1/2-3 SLP221
CWWS,2020-02-12 07:00,-97.6164,52.8186,223.00,-22.20,-28.10,73.01,M,M,0.00,M,1023.10,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWWS 120700Z AUTO M30/M33 RMK AO1 30 0619Z SOG 01 1052 SLP231 T13011334
CXMD,2020-02-12 07:00,-98.0839,49.1878,301.00,3.90,0.00,83.42,350.00,19.00,0.00,M,1013.20,M,27.00,M,M,M,M,M,M,M,M,M,M,M,M,28.00,0.00,2020-02-12 06:25,-17.72,CXMD 120700Z AUTO 35019G27KT M16/M18 RMK AO1 PRESRR SOG 09 1076 PK WND 00028/0625 SLP132 T11561178
CYWG,2020-02-12 07:00,-97.2333,49.9167,239.00,-0.40,-7.60,70.85,360.00,28.00,0.00,29.86,1013.40,4.00,34.00,FEW,OVC,M,M,1100.00,5100.00,M,M,-SN BLSN,M,M,M,M,M,M,-27.18,CYWG 120700Z 36028G34KT 4SM R31/5000VP6000FT/D -SN BLSN FEW011 OVC051 M18/M22 A2986 RMK SF1SC8 SF TR PRESRR SLP134
CWCF,2020-02-12 07:00,-97.0219,52.3597,222.00,-18.20,-24.70,71.18,360.00,8.00,0.00,M,1020.80,M,15.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-37.72,CWCF 120700Z AUTO 36008G15KT M28/M32 RMK AO1 SOG 27 1050 SLP208 T12791315
CWEQ,2020-02-12 07:00,-101.2331,52.1150,335.00,-14.10,-21.10,69.85,30.00,14.00,0.00,M,1024.70,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.00,40.00,2020-02-12 06:48,-38.26,CWEQ 120700Z AUTO 03014KT M26/M30 RMK AO1 SOG 06 1052 PK WND 04020/0648 SLP247 T12561295
CWGX,2020-02-12 07:00,-94.7000,56.3667,145.00,-34.40,-43.60,58.96,320.00,9.00,0.00,M,1021.90,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-59.05,CWGX 120700Z AUTO 32009KT M37/M42 RMK AO1 SOG 31 1023 SLP219 T13691420
CWII,2020-02-12 07:00,-96.5622,50.6951,220.00,-4.40,-12.30,67.95,10.00,14.00,0.00,M,1015.50,M,23.00,M,M,M,M,M,M,M,M,M,M,M,M,25.00,340.00,2020-02-12 06:24,-25.76,CWII 120700Z AUTO 01014G23KT M20/M25 RMK AO1 PRESRR PK WND 34025/0624 SLP155 T12021246 53060
CWJD,2020-02-12 07:00,-99.2678,53.1864,223.00,-22.50,-30.80,64.02,340.00,4.00,0.00,M,1026.50,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-36.22,CWJD 120700Z AUTO 34004KT M30/M35 RMK AO1 SOG 45 1047 SLP265 T13031349
CWNK,2020-02-12 07:00,-98.0297,49.4981,268.00,1.80,-3.50,77.90,M,M,0.01,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWNK 120700Z AUTO M17/M20 RMK AO1 2PAST HR M30 0658Z M P0001 T11681197 50002
CWPO,2020-02-12 07:00,-98.9050,49.1911,470.00,0.90,-5.30,74.52,20.00,23.00,0.00,M,1014.80,M,29.00,M,M,M,M,M,M,M,M,M,M,M,M,33.00,20.00,2020-02-12 06:49,-23.49,CWPO 120700Z AUTO 02023G29KT M17/M21 RMK AO1 PRESRR SOG 19 1070 PK WND 02033/0649 SLP148 T11731207
CXGH,2020-02-12 07:00,-96.9822,50.6311,217.00,-4.00,-12.30,66.66,360.00,20.00,0.00,M,1014.30,M,29.00,M,M,M,M,M,M,M,M,M,M,M,M,29.00,340.00,2020-02-12 06:55,-28.68,CXGH 120700Z AUTO 36020G29KT M20/M25 RMK AO1 PRESRR PK WND 34029/0655 SLP143 T12001246 53063
CXWN,2020-02-12 07:00,-97.1296,49.8885,230.00,1.40,-3.60,78.99,350.00,14.00,0.00,M,1013.30,M,23.00,M,M,M,M,M,M,M,M,M,M,M,M,24.00,350.00,2020-02-12 06:36,-18.28,CXWN 120700Z AUTO 35014G23KT M17/M20 RMK AO1 PRESRR PK WND 35024/0636 SLP133 T11701198 53058
CYBR,2020-02-12 07:00,-99.9519,49.9100,409.00,1.40,-7.60,65.13,60.00,17.00,0.00,29.91,1016.40,12.00,24.00,FEW,OVC,M,M,3800.00,6400.00,M,M,-SN DRSN,M,M,M,M,M,M,-20.01,CYBR 120700Z 06017G24KT 12SM -SN DRSN FEW038 OVC064 M17/M22 A2991 RMK SC2SC6 PRESRR SLP164
CYNE,2020-02-12 07:00,-97.8442,53.9583,223.00,-25.60,-32.80,67.56,340.00,9.00,0.00,30.17,1024.70,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-48.11,CYNE 120700Z AUTO 34009KT 310V020 9SM CLR M32/M36 A3017 RMK SLP247
CYQD,2020-02-12 07:00,-101.0911,53.9714,271.00,-23.80,-32.80,61.39,320.00,9.00,0.00,30.27,1028.60,9.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-45.87,CYQD 120700Z AUTO 32009G15KT 9SM CLR M31/M36 A3027 RMK SLP286
CYTH,2020-02-12 07:00,-97.8642,55.8011,218.00,-29.20,-38.20,60.52,310.00,7.00,0.00,30.16,1025.30,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-49.82,CYTH 120700Z 31007KT 15SM SKC M34/M39 A3016 RMK SLP253
CYYL,2020-02-12 07:00,-101.0761,56.8639,357.00,-31.00,-38.20,66.79,300.00,8.00,0.00,30.22,1029.50,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-53.49,CYYL 120700Z AUTO 30008KT 9SM CLR M35/M39 A3022 RMK SLP295
CYYQ,2020-02-12 07:00,-94.0650,58.7392,29.00,-31.00,-36.40,73.99,310.00,16.00,0.00,30.04,1018.10,1.50,M,VV ,M,M,M,800.00,M,M,M,IC BLSN,M,M,M,M,M,M,-61.70,CYYQ 120700Z 31016KT 1 1/2SM IC BLSN VV008 M35/M38 A3004 RMK BLSN8 SLP181
CYGX,2020-02-12 07:00,-94.7106,56.3575,145.00,-34.60,-41.80,66.26,310.00,9.00,0.00,30.09,1021.80,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-59.30,CYGX 120700Z 31009KT 15SM SKC M37/M41 A3009 RMK SLP218
CYBQ,2020-02-12 07:00,-98.5122,58.7061,281.00,-31.00,-38.20,66.79,310.00,11.00,0.00,30.09,1024.20,9.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-57.15,CYBQ 120700Z AUTO 31011G19KT 9SM CLR M35/M39 A3009 RMK SLP242
CYDN,2020-02-12 07:01,-100.0525,51.1008,305.00,-9.40,-14.80,76.40,20.00,18.00,0.00,30.10,1022.30,2.00,23.00,SCT,M,M,M,1000.00,M,M,M,HZ,M,M,M,M,M,M,-34.75,CYDN 120701Z AUTO 02018G23KT 2SM HZ SCT010 M23/M26 A3010 RMK VIS VRB 1 1/2-3 SLP223
CYDN,2020-02-12 07:15,-100.0525,51.1008,305.00,-11.20,-16.60,76.21,10.00,22.00,0.00,30.11,1022.50,1.75,29.00,FEW,M,M,M,1000.00,M,M,M,-SN BLSN,M,M,M,M,M,M,-39.27,CYDN 120715Z AUTO 01022G29KT 1 3/4SM -SN BLSN FEW010 M24/M27 A3011 RMK VIS VRB 1-3 SLP225
CYYQ,2020-02-12 07:20,-94.0650,58.7392,29.00,-31.00,-36.40,73.99,300.00,17.00,0.00,30.05,1018.20,0.75,M,VV ,M,M,M,800.00,M,M,M,IC BLSN,M,M,M,M,M,M,-62.46,CYYQ 120720Z 30017KT 3/4SM IC BLSN VV008 M35/M38 A3005 RMK BLSN8 SLP182
CYDN,2020-02-12 07:40,-100.0525,51.1008,305.00,-11.20,-18.40,69.50,20.00,20.00,0.00,30.13,1023.30,1.50,27.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,-38.24,CYDN 120740Z AUTO 02020G27KT 1 1/2SM HZ CLR M24/M28 A3013 RMK VIS VRB 1-2 1/2 PRESRR SLP233
CYDN,2020-02-12 07:47,-100.0525,51.1008,305.00,-11.20,-18.40,69.50,10.00,17.00,0.00,30.14,1023.60,2.25,27.00,FEW,M,M,M,1000.00,M,M,M,HZ,M,M,M,M,M,M,-36.52,CYDN 120747Z AUTO 01017G27KT 2 1/4SM HZ FEW010 M24/M28 A3014 RMK VIS VRB 1 1/4-3 PRESRR SLP236
CYDN,2020-02-12 07:51,-100.0525,51.1008,305.00,-13.00,-18.40,76.02,10.00,21.00,0.00,30.14,1023.50,2.00,26.00,SCT,M,M,M,1000.00,M,M,M,HZ,M,M,M,M,M,M,-41.16,CYDN 120751Z AUTO 01021G26KT 2SM HZ SCT010 M25/M28 A3014 RMK SLP235
CYDN,2020-02-12 07:53,-100.0525,51.1008,305.00,-13.00,-18.40,76.02,10.00,19.00,0.00,30.14,1023.50,2.00,24.00,SCT,M,M,M,1000.00,M,M,M,-SN,M,M,M,M,M,M,-40.07,CYDN 120753Z AUTO 01019G24KT 2SM -SN SCT010 M25/M28 A3014 RMK SLP235
CYYQ,2020-02-12 07:55,-94.0650,58.7392,29.00,-29.20,-36.40,67.05,300.00,18.00,0.00,30.05,1018.50,0.75,M,VV ,M,M,M,1100.00,M,M,M,IC BLSN,M,M,M,M,M,M,-60.81,CYYQ 120755Z 30018KT 3/4SM IC BLSN VV011 M34/M38 A3005 RMK BLSN8 SLP185
CWWS,2020-02-12 08:00,-97.6164,52.8186,223.00,-23.10,-29.40,71.33,M,M,T,M,1024.40,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWWS 120800Z AUTO M31/M34 RMK AO1 1PAST HR M32 0710Z SOG 01 1040 SLP244 P0000 T13061341 50001
CXMD,2020-02-12 08:00,-98.0839,49.1878,301.00,-0.60,-5.10,80.73,350.00,19.00,0.00,M,1015.40,M,26.00,M,M,M,M,M,M,M,M,M,M,M,M,33.00,350.00,2020-02-12 07:31,-23.67,CXMD 120800Z AUTO 35019G26KT M18/M21 RMK AO1 PRESRR SOG 09 1068 PK WND 35033/0731 SLP154 T11811206
CYWG,2020-02-12 08:00,-97.2333,49.9167,239.00,-4.00,-11.20,70.41,360.00,30.00,0.00,29.93,1015.60,5.00,37.00,FEW,BKN,OVC,M,1200.00,5500.00,9500.00,M,-SN BLSN,M,M,M,M,M,M,-32.83,CYWG 120800Z 36030G37KT 5SM -SN BLSN FEW012 BKN055 OVC095 M20/M24 A2993 RMK SF1SC6AC2 PRESRR SLP156
CWCF,2020-02-12 08:00,-97.0219,52.3597,222.00,-21.50,-29.70,64.52,360.00,6.00,0.00,M,1022.60,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.00,10.00,2020-02-12 07:03,-38.90,CWCF 120800Z AUTO 36006KT M30/M34 RMK AO1 SOG 27 2047 PK WND 01017/0703 SLP226 T12971343
CWEQ,2020-02-12 08:00,-101.2331,52.1150,335.00,-16.80,-24.90,65.55,50.00,10.00,0.00,M,1026.40,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.00,40.00,2020-02-12 07:07,-38.23,CWEQ 120800Z AUTO 05010KT M27/M32 RMK AO1 SOG 06 1048 PK WND 04017/0707 SLP264 T12711316
CWGX,2020-02-12 08:00,-94.7000,56.3667,145.00,-35.90,-44.70,60.12,300.00,8.00,0.00,M,1022.30,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-59.53,CWGX 120800Z AUTO 30008KT M38/M43 RMK AO1 SOG 31 1016 SLP223 T13771426
CWII,2020-02-12 08:00,-96.5622,50.6951,220.00,-8.50,-14.40,74.59,350.00,15.00,0.00,M,1017.60,M,23.00,M,M,M,M,M,M,M,M,M,M,M,M,23.00,350.00,2020-02-12 07:51,-31.72,CWII 120800Z AUTO 35015G23KT M23/M26 RMK AO1 PK WND 35023/0751 SLP176 T12251258 51063
CWJD,2020-02-12 08:00,-99.2678,53.1864,223.00,-23.80,-31.90,64.53,340.00,4.00,0.00,M,1027.60,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-37.74,CWJD 120800Z AUTO 34004KT M31/M36 RMK AO1 SOG 45 1037 SLP276 T13101355
CWNK,2020-02-12 08:00,-98.0297,49.4981,268.00,-2.90,-8.30,77.07,M,M,0.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWNK 120800Z AUTO M19/M22 RMK AO1 28 0741Z T11941224 50002
CWPO,2020-02-12 08:00,-98.9050,49.1911,470.00,-3.50,-9.00,76.63,20.00,24.00,0.00,M,1016.90,M,31.00,M,M,M,M,M,M,M,M,M,M,M,M,33.00,10.00,2020-02-12 07:14,-29.83,CWPO 120800Z AUTO 02024G31KT M20/M23 RMK AO1 SOG 17 1063 PK WND 01033/0714 SLP169 T11971228
CXGH,2020-02-12 08:00,-96.9822,50.6311,217.00,-8.30,-13.90,75.75,350.00,15.00,0.00,M,1016.40,M,25.00,M,M,M,M,M,M,M,M,M,M,M,M,28.00,350.00,2020-02-12 07:20,-31.47,CXGH 120800Z AUTO 35015G25KT M22/M26 RMK AO1 PRESRR PK WND 35028/0720 SLP164 T12241255 51064
CXWN,2020-02-12 08:00,-97.1296,49.8885,230.00,-2.20,-7.80,76.39,360.00,11.00,0.00,M,1015.50,M,19.00,M,M,M,M,M,M,M,M,M,M,M,M,26.00,10.00,2020-02-12 07:08,-20.75,CXWN 120800Z AUTO 36011G19KT M19/M22 RMK AO1 PRESRR PK WND 01026/0708 SLP155 T11901221 53066
CYBR,2020-02-12 08:00,-99.9519,49.9100,409.00,-2.20,-11.20,64.62,30.00,21.00,0.00,29.98,1018.80,15.00,M,OVC,M,M,M,4800.00,M,M,M,-SN DRSN,M,M,M,M,M,M,-26.76,CYBR 120800Z 03021KT 15SM -SN DRSN OVC048 M19/M24 A2998 RMK SC8 SLP188
CYIV,2020-02-12 08:00,-94.6537,53.8571,237.00,-29.20,-36.40,67.05,320.00,7.00,0.00,30.09,1022.10,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-49.82,CYIV 120800Z 32007KT 15SM SKC M34/M38 A3009 RMK SLP221
CYNE,2020-02-12 08:00,-97.8442,53.9583,223.00,-27.40,-34.60,67.31,320.00,6.00,0.00,30.19,1025.50,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-46.01,CYNE 120800Z AUTO 32006KT 9SM CLR M33/M37 A3019 RMK SLP255
CYQD,2020-02-12 08:00,-101.0911,53.9714,271.00,-25.60,-32.80,67.56,320.00,10.00,0.00,30.30,1029.70,9.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-49.26,CYQD 120800Z AUTO 32010G15KT 9SM CLR M32/M36 A3030 RMK SLP297
CYTH,2020-02-12 08:00,-97.8642,55.8011,218.00,-31.00,-38.20,66.79,300.00,7.00,0.00,30.18,1025.90,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-52.01,CYTH 120800Z 30007KT 15SM SKC M35/M39 A3018 RMK SLP259
CYYL,2020-02-12 08:00,-101.0761,56.8639,357.00,-31.00,-38.20,66.79,300.00,7.00,0.00,30.24,1030.00,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-52.01,CYYL 120800Z AUTO 30007KT 9SM CLR M35/M39 A3024 RMK SLP300
CYYQ,2020-02-12 08:00,-94.0650,58.7392,29.00,-29.20,-36.40,67.05,300.00,16.00,0.00,30.05,1018.50,0.75,21.00,VV ,M,M,M,1100.00,M,M,M,IC BLSN,M,M,M,M,M,M,-59.35,CYYQ 120800Z 30016G21KT 3/4SM IC BLSN VV011 M34/M38 A3005 RMK BLSN8 SLP185
CYGX,2020-02-12 08:00,-94.7106,56.3575,145.00,-36.40,-43.60,65.99,290.00,8.00,0.00,30.10,1022.20,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-60.14,CYGX 120800Z 29008KT 15SM SKC M38/M42 A3010 RMK SLP222
CYDN,2020-02-12 08:03,-100.0525,51.1008,305.00,-13.00,-18.40,76.02,10.00,16.00,0.00,30.15,1023.80,2.25,27.00,SCT,M,M,M,1000.00,M,M,M,-SN,M,M,M,M,M,M,-38.24,CYDN 120803Z AUTO 01016G27KT 2 1/4SM -SN SCT010 M25/M28 A3015 RMK VIS VRB 1-3 SLP238
CYBQ,2020-02-12 08:03,-98.5122,58.7061,281.00,-29.20,-38.20,60.52,310.00,12.00,0.00,30.07,1023.60,5.00,21.00,BKN,M,M,M,3700.00,M,M,M,HZ,M,M,M,M,M,M,-55.89,CYBQ 120803Z AUTO 31012G21KT 5SM HZ BKN037 M34/M39 A3007 RMK SLP236
CYDN,2020-02-12 08:05,-100.0525,51.1008,305.00,-13.00,-18.40,76.02,10.00,15.00,0.00,30.15,1023.90,3.00,27.00,SCT,M,M,M,1000.00,M,M,M,-SN,M,M,M,M,M,M,-37.56,CYDN 120805Z AUTO 01015G27KT 3SM -SN SCT010 M25/M28 A3015 RMK SLP239
CYDN,2020-02-12 08:08,-100.0525,51.1008,305.00,-13.00,-18.40,76.02,10.00,15.00,0.00,30.15,1024.00,6.00,20.00,SCT,M,M,M,1000.00,M,M,M,-SN,M,M,M,M,M,M,-37.56,CYDN 120808Z AUTO 01015G20KT 6SM -SN SCT010 M25/M28 A3015 RMK SLP240
CYDN,2020-02-12 08:10,-100.0525,51.1008,305.00,-13.00,-18.40,76.02,10.00,17.00,0.00,30.15,1024.00,5.00,23.00,SCT,M,M,M,1000.00,M,M,M,HZ,M,M,M,M,M,M,-38.88,CYDN 120810Z AUTO 01017G23KT 5SM HZ SCT010 M25/M28 A3015 RMK SLP240
CYBQ,2020-02-12 08:14,-98.5122,58.7061,281.00,-29.20,-36.40,67.05,310.00,13.00,0.00,30.09,1024.00,2.50,21.00,BKN,M,M,M,3300.00,M,M,M,HZ,M,M,M,M,M,M,-56.84,CYBQ 120814Z AUTO 31013G21KT 2 1/2SM HZ BKN033 M34/M38 A3009 RMK SLP240
CYWG,2020-02-12 08:21,-97.2333,49.9167,239.00,-5.80,-13.00,70.19,360.00,25.00,0.00,29.96,1016.60,8.00,33.00,FEW,SCT,BKN,M,1200.00,5500.00,9500.00,M,DRSN,M,M,M,M,M,M,-33.36,CYWG 120821Z 36025G33KT 8SM DRSN FEW012 SCT055 BKN095 M21/M25 A2996 RMK SF1SC3AC2 SF TR OCNL BLSN PRESRR SLP166
CYDN,2020-02-12 08:22,-100.0525,51.1008,305.00,-13.00,-20.20,69.27,10.00,20.00,0.00,30.16,1024.50,2.25,25.00,FEW,M,M,M,1000.00,M,M,M,HZ,M,M,M,M,M,M,-40.63,CYDN 120822Z AUTO 01020G25KT 2 1/4SM HZ FEW010 M25/M29 A3016 RMK VIS VRB 1 1/2-3 PRESRR SLP245
CYBQ,2020-02-12 08:28,-98.5122,58.7061,281.00,-29.20,-36.40,67.05,310.00,10.00,0.00,30.08,1023.70,3.00,19.00,OVC,M,M,M,3300.00,M,M,M,HZ,M,M,M,M,M,M,-53.78,CYBQ 120828Z AUTO 31010G19KT 3SM HZ OVC033 M34/M38 A3008 RMK SLP237
CYBQ,2020-02-12 08:35,-98.5122,58.7061,281.00,-29.20,-36.40,67.05,310.00,12.00,0.00,30.08,1023.70,3.00,18.00,OVC,M,M,M,3100.00,M,M,M,-SN,M,M,M,M,M,M,-55.89,CYBQ 120835Z AUTO 31012G18KT 3SM -SN OVC031 M34/M38 A3008 RMK SLP237
CYDN,2020-02-12 08:38,-100.0525,51.1008,305.00,-14.80,-20.20,75.83,10.00,18.00,0.00,30.18,1025.00,3.00,24.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,-41.86,CYDN 120838Z AUTO 01018G24KT 3SM HZ CLR M26/M29 A3018 RMK PRESRR SLP250
