station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
DIK,2020-02-12 10:48,-102.8019,46.7973,789.00,16.00,10.90,79.92,20.00,21.00,T,29.85,M,1.50,31.00,SCT,BKN,OVC,M,800.00,2100.00,3400.00,M,-SN,M,M,M,36.00,360.00,2020-02-12 10:20,-2.49,KDIK 121048Z AUTO 02021G31KT 1 1/2SM -SN SCT008 BKN021 OVC034 M09/M12 A2985 RMK AO2 PK WND 36036/1020 PRESRR P0000 T10891117 $
BIS,2020-02-12 10:52,-100.7458,46.7727,506.00,10.90,7.00,83.93,30.00,23.00,T,29.89,1014.70,1.00,34.00,VV ,M,M,M,1800.00,M,M,M,-SN BR,M,M,M,36.00,20.00,2020-02-12 10:15,-10.05,KBIS 121052Z AUTO 03023G34KT 1SM -SN BR VV018 M12/M14 A2989 RMK AO2 PK WND 02036/1015 PRESRR SLP147 P0000 T11171139
N60,2020-02-12 10:52,-101.4394,47.6458,587.00,5.00,-0.90,76.03,M,M,0.00,29.94,1017.20,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KN60 121052Z AUTO M15/M18 A2994 RMK AO1 SLP172 T11501183 $
XWA,2020-02-12 10:52,-103.7505,48.2597,710.85,10.90,6.10,80.57,20.00,14.00,T,30.02,1004.10,6.00,26.00,OVC,M,M,M,1800.00,M,M,M,-SN,M,M,M,29.00,30.00,2020-02-12 09:59,-6.04,KXWA 121052Z AUTO 02014G26KT 6SM -SN OVC018 M12/M14 A3002 RMK AO2 PK WND 03029/0959 SNB0953 SLP041 P0000 T11171144 TSNO $
HEI,2020-02-12 10:53,-102.6560,46.0149,828.00,26.10,25.00,95.53,10.00,21.00,T,29.77,1010.80,1.50,30.00,SCT,SCT,OVC,M,700.00,1300.00,2100.00,M,-SN BR,M,M,M,32.00,360.00,2020-02-12 10:43,10.98,KHEI 121053Z AUTO 01021G30KT 1 1/2SM -SN BR SCT007 SCT013 OVC021 M03/M04 A2977 RMK AO2 PK WND 36032/1043 PRESRR SLP108 P0000 T10331039
FAR,2020-02-12 10:53,-96.8111,46.9253,274.00,10.00,7.00,87.37,350.00,25.00,0.03,29.78,1010.10,0.25,38.00,VV ,M,M,M,800.00,M,M,M,SN FZFG,M,M,M,38.00,350.00,2020-02-12 10:45,-11.97,KFAR 121053Z 35025G38KT 1/4SM SN FZFG VV008 M12/M14 A2978 RMK AO2 PK WND 35038/1045 SLP101 P0003 T11221139 $
GFK,2020-02-12 10:53,-97.1761,47.9492,257.00,-0.90,-5.10,81.87,360.00,32.00,0.04,29.90,1014.50,0.25,44.00,VV ,M,M,M,700.00,M,M,M,-SN FZFG,M,M,M,53.00,350.00,2020-02-12 10:04,-29.22,KGFK 121053Z AUTO 36032G44KT 1/4SM R35L/2400V4000FT -SN FZFG VV007 M18/M21 A2990 RMK AO2 PK WND 35053/1004 SLP145 P0004 T11831206 $
MOT,2020-02-12 10:54,-101.2803,48.2594,523.00,3.00,-4.00,71.95,360.00,20.00,T,30.02,1019.80,9.00,26.00,OVC,M,M,M,3500.00,M,M,M,-SN,M,M,M,31.00,360.00,2020-02-12 10:18,-19.38,KMOT 121054Z AUTO 36020G26KT 9SM -SN OVC035 M16/M20 A3002 RMK AO2 PK WND 36031/1018 SLP198 P0000 T11611200
BWP,2020-02-12 10:55,-96.6074,46.2441,294.70,19.40,15.80,85.63,340.00,21.00,0.00,29.73,M,1.50,31.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.05,KBWP 121055Z AUTO 34021G31KT 1 1/2SM M07/M09 A2973 RMK AO1
46D,2020-02-12 10:55,-99.1513,47.4511,489.80,1.40,-4.00,77.49,20.00,26.00,0.00,29.91,M,1.75,35.00,SCT,BKN,OVC,M,100.00,1000.00,2800.00,M,HZ,M,M,M,M,M,M,-23.99,K46D 121055Z AUTO 02026G35KT 1 3/4SM HZ SCT001 BKN010 OVC028 M17/M20 A2991 RMK AO2
7L2,2020-02-12 10:55,-100.2456,46.2206,541.00,15.80,12.20,85.40,20.00,18.00,0.00,29.79,M,1.50,30.00,SCT,BKN,OVC,M,500.00,2200.00,2900.00,M,-SN,M,M,M,M,M,M,-1.58,K7L2 121055Z AUTO 02018G30KT 1 1/2SM -SN SCT005 BKN022 OVC029 M09/M11 A2979 RMK AO2
9D7,2020-02-12 10:55,-99.2364,48.4800,451.00,-5.80,-5.80,100.00,10.00,25.00,0.00,30.00,M,8.00,33.00,FEW,OVC,M,M,1000.00,5000.00,M,M,M,M,M,M,M,M,M,-33.36,K9D7 121055Z AUTO 01025G33KT 8SM FEW010 OVC050 M21/M21 A3000 RMK AO2
D50,2020-02-12 10:55,-103.2973,48.9285,594.00,5.00,1.40,84.68,360.00,20.00,0.00,30.09,M,4.00,25.00,BKN,OVC,M,M,800.00,2100.00,M,M,HZ,M,M,M,M,M,M,-16.72,KD50 121055Z AUTO 36020G25KT 4SM HZ BKN008 OVC021 M15/M17 A3009 RMK AO2
D60,2020-02-12 10:55,-102.8974,48.3803,690.00,6.80,3.20,84.80,50.00,17.00,0.00,30.02,M,9.00,22.00,BKN,OVC,M,M,2700.00,3100.00,M,M,M,M,M,M,M,M,M,-12.94,KD60 121055Z AUTO 05017G22KT 9SM BKN027 OVC031 M14/M16 A3002 RMK AO2
06D,2020-02-12 10:55,-99.6208,48.8844,555.00,-9.40,-18.40,63.59,10.00,24.00,0.00,29.99,M,10.00,32.00,SCT,BKN,OVC,M,1200.00,3400.00,4500.00,M,M,M,M,M,M,M,M,-37.79,K06D 121055Z AUTO 01024G32KT 10SM SCT012 BKN034 OVC045 M23/M28 A2999 RMK AO2
2C8,2020-02-12 10:55,-97.6320,48.7837,272.00,-5.80,-11.20,76.77,350.00,29.00,0.00,30.02,M,0.50,37.00,BKN,OVC,M,M,300.00,900.00,M,M,UP,M,M,M,M,M,M,-34.94,K2C8 121055Z AUTO 35029G37KT 1/2SM UP BKN003 OVC009 M21/M24 A3002 RMK AO2
MIB,2020-02-12 10:55,-101.3580,48.4158,508.00,3.90,-2.60,73.79,30.00,17.00,T,30.02,1020.30,10.00,23.00,BKN,OVC,M,M,700.00,1300.00,M,M,-SN,M,M,M,M,M,M,-16.74,KMIB 121055Z 03017G23KT 10SM -SN BKN007 OVC013 M16/M19 A3002 RMK CIG 007V013 BKN V SCT SLP203 P0000 T11561192 $
20U,2020-02-12 10:55,-103.9821,46.9252,840.00,21.20,21.20,100.00,360.00,20.00,0.00,29.90,M,4.00,26.00,OVC,M,M,M,600.00,M,M,M,-SN,M,M,M,M,M,M,4.79,K20U 121055Z AUTO 36020G26KT 4SM -SN OVC006 M06/M06 A2990 RMK AO2
S25,2020-02-12 10:55,-103.2552,47.7966,642.00,10.40,5.00,78.35,40.00,15.00,0.00,30.01,M,10.00,24.00,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,-7.22,KS25 121055Z AUTO 04015G24KT 10SM OVC023 M12/M15 A3001 RMK AO2
2D5,2020-02-12 10:55,-98.0799,46.1731,407.00,15.80,15.80,100.00,20.00,26.00,0.00,29.75,M,0.50,35.00,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,-4.43,K2D5 121055Z AUTO 02026G35KT 1/2SM -SN M09/M09 A2975 RMK AO2
5H4,2020-02-12 10:55,-99.9317,47.7912,489.00,1.40,-7.60,65.13,10.00,26.00,0.00,29.97,M,10.00,M,OVC,M,M,M,3200.00,M,M,M,-SN,M,M,M,M,M,M,-23.99,K5H4 121055Z AUTO 01026KT 10SM -SN OVC032 M17/M22 A2997 RMK AO2
96D,2020-02-12 10:55,-97.9028,48.9406,287.00,-9.40,-13.00,83.64,350.00,20.00,0.00,30.07,M,2.50,30.00,OVC,M,M,M,1000.00,M,M,M,BR,M,M,M,M,M,M,-35.85,K96D 121055Z AUTO 35020G30KT 2 1/2SM BR OVC010 M23/M25 A3007 RMK AO2
GWR,2020-02-12 10:55,-97.6435,46.2187,385.00,15.80,15.80,100.00,10.00,24.00,0.00,29.76,M,0.50,30.00,OVC,M,M,M,600.00,M,M,M,FZFG,M,M,M,M,M,M,-3.80,KGWR 121055Z AUTO 01024G30KT 1/2SM FZFG OVC006 M09/M09 A2976 RMK A01
S32,2020-02-12 10:55,-98.1059,47.4228,434.00,5.00,5.00,100.00,360.00,33.00,0.00,29.84,M,0.50,39.00,BKN,OVC,M,M,800.00,3000.00,M,M,-SN,M,M,M,M,M,M,-21.36,KS32 121055Z AUTO 36033G39KT 1/2SM -SN BKN008 OVC030 M15/M15 A2984 RMK AO2
DVL,2020-02-12 10:56,-98.9083,48.1146,443.00,-6.00,-11.00,78.29,10.00,27.00,T,29.95,1073.00,1.25,36.00,BKN,BKN,OVC,M,800.00,4100.00,5000.00,M,-SN,M,M,M,38.00,10.00,2020-02-12 10:08,-34.45,KDVL 121056Z AUTO 01027G36KT 1 1/4SM -SN BKN008 BKN041 OVC050 M21/M24 A2995 RMK AO2 PK WND 01038/1008 CIG 007V011 SLP730 P0000 T12111239 FZRANO
DIK,2020-02-12 10:56,-102.8019,46.7973,789.00,12.90,9.00,84.07,20.00,23.00,T,29.86,1014.60,2.00,33.00,SCT,BKN,OVC,M,800.00,1500.00,3400.00,M,-SN BR,M,M,M,36.00,360.00,2020-02-12 10:20,-7.36,KDIK 121056Z AUTO 02023G33KT 2SM -SN BR SCT008 BKN015 OVC034 M11/M13 A2986 RMK AO2 PK WND 36036/1020 PRESRR SLP146 P0000 T11061128 $
RDR,2020-02-12 10:56,-97.4012,47.9611,278.00,-0.60,-5.10,80.73,20.00,35.00,T,29.92,1015.60,0.62,40.00,BKN,M,M,M,800.00,M,M,M,BLSN,M,M,M,45.00,350.00,2020-02-12 10:39,-29.73,KRDR 121056Z 02035G40KT 5/8SM R35/3000V5000FT BLSN BKN008 M18/M21 A2992 RMK AO2A PK WND 35045/39 SLP156 P0000 T11811206
JMS,2020-02-12 10:56,-98.6800,46.9300,457.00,7.00,7.00,100.00,10.00,26.00,T,29.83,1012.80,0.25,39.00,VV ,M,M,M,1800.00,M,M,M,-SN FZFG,M,M,M,39.00,360.00,2020-02-12 10:53,-16.39,KJMS 121056Z AUTO 01026G39KT 1/4SM -SN FZFG VV018 M14/M14 A2983 RMK AO2 PK WND 36039/1053 SNB02 SLP128 P0000 T11391139 $
XWA,2020-02-12 11:01,-103.7505,48.2597,710.85,10.90,6.10,80.57,10.00,14.00,T,30.02,M,2.50,28.00,OVC,M,M,M,1500.00,M,M,M,-SN,M,M,M,28.00,20.00,2020-02-12 10:59,-6.04,KXWA 121101Z AUTO 01014G28KT 2 1/2SM -SN OVC015 M12/M14 A3002 RMK AO2 PK WND 02028/1059 P0000 T11171144 TSNO $
DVL,2020-02-12 11:03,-98.9083,48.1146,443.00,-5.80,-11.20,76.77,360.00,32.00,T,29.95,M,1.00,36.00,SCT,BKN,OVC,M,800.00,4100.00,5000.00,M,-SN,M,M,M,36.00,10.00,2020-02-12 11:02,-36.00,KDVL 121103Z AUTO 36032G36KT 1SM -SN SCT008 BKN041 OVC050 M21/M24 A2995 RMK AO2 PK WND 01036/1102 P0000 FZRANO
HEI,2020-02-12 11:04,-102.6560,46.0149,828.00,26.10,24.10,92.01,10.00,28.00,T,29.79,M,1.50,39.00,SCT,BKN,OVC,M,700.00,1400.00,2100.00,M,-SN BR,M,M,M,39.00,10.00,2020-02-12 11:03,9.05,KHEI 121104Z AUTO 01028G39KT 1 1/2SM -SN BR SCT007 BKN014 OVC021 M03/M04 A2979 RMK AO2 PK WND 01039/1103 PRESRR P0000 T10331044
JMS,2020-02-12 11:04,-98.6800,46.9300,457.00,7.00,5.00,91.29,10.00,23.00,T,29.84,M,0.50,35.00,BKN,OVC,M,M,1900.00,2800.00,M,M,-SN FZFG,M,M,M,35.00,10.00,2020-02-12 10:58,-15.29,KJMS 121104Z AUTO 01023G35KT 1/2SM -SN FZFG BKN019 OVC028 M14/M15 A2984 RMK AO2 PK WND 01035/1058 PRESRR P0000 T11391150 $
RDR,2020-02-12 11:06,-97.4012,47.9611,278.00,-0.40,-5.80,77.32,20.00,32.00,0.00,29.93,1015.90,0.88,40.00,BKN,M,M,M,800.00,M,M,M,BLSN,M,M,M,M,M,M,-28.53,KRDR 121106Z 02032G40KT 7/8SM R35/4500VP6000FT BLSN BKN008 M18/M21 A2993 RMK AO2A SLP159
XWA,2020-02-12 11:06,-103.7505,48.2597,710.85,10.00,5.00,79.76,10.00,16.00,T,30.03,M,2.00,31.00,BKN,OVC,M,M,1300.00,1800.00,M,M,-SN,M,M,M,31.00,10.00,2020-02-12 11:05,-8.26,KXWA 121106Z AUTO 01016G31KT 2SM -SN BKN013 OVC018 M12/M15 A3003 RMK AO2 PK WND 01031/1105 P0000 T11221150 TSNO $
DVL,2020-02-12 11:07,-98.9083,48.1146,443.00,-5.80,-11.20,76.77,10.00,27.00,T,29.96,M,0.75,36.00,BKN,BKN,OVC,M,800.00,4100.00,5000.00,M,-SN,M,M,M,36.00,10.00,2020-02-12 11:04,-34.17,KDVL 121107Z AUTO 01027G36KT 3/4SM -SN BKN008 BKN041 OVC050 M21/M24 A2996 RMK AO2 PK WND 01036/1104 PRESRR P0000 FZRANO
BIS,2020-02-12 11:10,-100.7458,46.7727,506.00,10.00,6.10,83.87,360.00,15.00,T,29.92,M,2.00,23.00,OVC,M,M,M,1500.00,M,M,M,-SN BR,M,M,M,27.00,30.00,2020-02-12 10:53,-7.74,KBIS 121110Z AUTO 36015G23KT 2SM -SN BR OVC015 M12/M14 A2992 RMK AO2 PK WND 03027/1053 PRESRR P0000 T11221144
DVL,2020-02-12 11:10,-98.9083,48.1146,443.00,-5.80,-11.20,76.77,20.00,31.00,T,29.96,M,1.00,38.00,SCT,OVC,M,M,800.00,4600.00,M,M,-SN,M,M,M,38.00,10.00,2020-02-12 11:09,-35.66,KDVL 121110Z AUTO 02031G38KT 1SM -SN SCT008 OVC046 M21/M24 A2996 RMK AO2 PK WND 01038/1109 P0000 FZRANO
BWP,2020-02-12 11:15,-96.6074,46.2441,294.70,17.60,14.00,85.51,350.00,23.00,0.00,29.74,M,1.25,33.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1.04,KBWP 121115Z AUTO 35023G33KT 1 1/4SM M08/M10 A2974 RMK AO1
46D,2020-02-12 11:15,-99.1513,47.4511,489.80,1.40,-4.00,77.49,20.00,24.00,0.00,29.94,M,4.00,30.00,M,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,-23.22,K46D 121115Z AUTO 02024G30KT 4SM HZ M17/M20 A2994 RMK AO2
7L2,2020-02-12 11:15,-100.2456,46.2206,541.00,14.00,8.60,78.68,20.00,21.00,0.00,29.82,M,2.00,29.00,SCT,BKN,OVC,M,800.00,2900.00,5000.00,M,-SN,M,M,M,M,M,M,-5.15,K7L2 121115Z AUTO 02021G29KT 2SM -SN SCT008 BKN029 OVC050 M10/M13 A2982 RMK AO2
9D7,2020-02-12 11:15,-99.2364,48.4800,451.00,-7.60,-7.60,100.00,20.00,27.00,0.00,30.01,M,4.00,39.00,FEW,OVC,M,M,1000.00,5500.00,M,M,BR,M,M,M,M,M,M,-36.63,K9D7 121115Z AUTO 02027G39KT 4SM BR FEW010 OVC055 M22/M22 A3001 RMK AO2
D50,2020-02-12 11:15,-103.2973,48.9285,594.00,1.40,-2.20,84.43,360.00,25.00,0.00,30.11,M,3.00,M,SCT,OVC,M,M,800.00,2500.00,M,M,HZ,M,M,M,M,M,M,-23.62,KD50 121115Z AUTO 36025KT 3SM HZ SCT008 OVC025 M17/M19 A3011 RMK AO2
D60,2020-02-12 11:15,-102.8974,48.3803,690.00,5.00,3.20,92.06,40.00,13.00,0.00,30.03,M,10.00,M,OVC,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,-13.02,KD60 121115Z AUTO 04013KT 10SM OVC033 M15/M16 A3003 RMK AO2
06D,2020-02-12 11:15,-99.6208,48.8844,555.00,-9.40,-18.40,63.59,360.00,28.00,0.00,30.01,M,10.00,34.00,BKN,BKN,OVC,M,1200.00,3700.00,4500.00,M,M,M,M,M,M,M,M,-39.48,K06D 121115Z AUTO 36028G34KT 10SM BKN012 BKN037 OVC045 M23/M28 A3001 RMK AO2
2C8,2020-02-12 11:15,-97.6320,48.7837,272.00,-9.40,-13.00,83.64,340.00,25.00,0.00,30.04,M,0.25,40.00,OVC,M,M,M,300.00,M,M,M,-SN,M,M,M,M,M,M,-38.24,K2C8 121115Z AUTO 34025G40KT 1/4SM -SN OVC003 M23/M25 A3004 RMK AO2
DIK,2020-02-12 11:15,-102.8019,46.7973,789.00,12.00,7.00,79.93,20.00,18.00,T,29.89,M,1.50,30.00,FEW,OVC,M,M,800.00,1500.00,M,M,-SN,M,M,M,33.00,20.00,2020-02-12 11:00,-6.58,KDIK 121115Z AUTO 02018G30KT 1 1/2SM -SN FEW008 OVC015 M11/M14 A2989 RMK AO2 PK WND 02033/1100 PRESRR P0000 T11111139 $
20U,2020-02-12 11:15,-103.9821,46.9252,840.00,21.20,21.20,100.00,10.00,23.00,0.00,29.92,M,3.00,29.00,OVC,M,M,M,600.00,M,M,M,-DZ,M,M,M,M,M,M,3.80,K20U 121115Z AUTO 01023G29KT 3SM -DZ OVC006 M06/M06 A2992 RMK AO2
S25,2020-02-12 11:15,-103.2552,47.7966,642.00,10.40,5.00,78.35,30.00,17.00,0.00,30.03,M,10.00,23.00,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,-8.22,KS25 121115Z AUTO 03017G23KT 10SM OVC024 M12/M15 A3003 RMK AO2
2D5,2020-02-12 11:15,-98.0799,46.1731,407.00,14.00,14.00,100.00,20.00,23.00,0.00,29.78,M,0.50,31.00,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,-5.88,K2D5 121115Z AUTO 02023G31KT 1/2SM -SN M10/M10 A2978 RMK AO2
5H4,2020-02-12 11:15,-99.9317,47.7912,489.00,-0.40,-9.40,64.88,20.00,23.00,0.00,30.01,M,10.00,28.00,OVC,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,-25.24,K5H4 121115Z AUTO 02023G28KT 10SM OVC035 M18/M23 A3001 RMK AO2
96D,2020-02-12 11:15,-97.9028,48.9406,287.00,-9.40,-14.80,76.40,340.00,23.00,0.00,30.09,M,2.50,31.00,OVC,M,M,M,1000.00,M,M,M,HZ,M,M,M,M,M,M,-37.33,K96D 121115Z AUTO 34023G31KT 2 1/2SM HZ OVC010 M23/M26 A3009 RMK AO2
GWR,2020-02-12 11:15,-97.6435,46.2187,385.00,14.00,14.00,100.00,10.00,27.00,0.00,29.77,M,0.25,33.00,OVC,M,M,M,600.00,M,M,M,FZFG,M,M,M,M,M,M,-7.19,KGWR 121115Z AUTO 01027G33KT 1/4SM FZFG OVC006 M10/M10 A2977 RMK A01
S32,2020-02-12 11:15,-98.1059,47.4228,434.00,1.40,1.40,100.00,360.00,32.00,0.00,29.87,M,0.50,39.00,SCT,OVC,M,M,800.00,3200.00,M,M,-SN,M,M,M,M,M,M,-26.04,KS32 121115Z AUTO 36032G39KT 1/2SM -SN SCT008 OVC032 M17/M17 A2987 RMK AO2
XWA,2020-02-12 11:15,-103.7505,48.2597,710.85,10.00,5.00,79.76,360.00,15.00,T,30.04,M,3.00,27.00,BKN,OVC,M,M,1300.00,2800.00,M,M,-SN,M,M,M,31.00,10.00,2020-02-12 11:05,-7.74,KXWA 121115Z AUTO 36015G27KT 3SM -SN BKN013 OVC028 M12/M15 A3004 RMK AO2 PK WND 01031/1105 PRESRR P0000 T11221150 TSNO $
HEI,2020-02-12 11:16,-102.6560,46.0149,828.00,24.10,21.00,87.76,10.00,22.00,T,29.81,M,1.25,33.00,FEW,SCT,OVC,M,900.00,1400.00,2300.00,M,-SN BR,M,M,M,39.00,10.00,2020-02-12 11:03,8.00,KHEI 121116Z AUTO 01022G33KT 1 1/4SM -SN BR FEW009 SCT014 OVC023 M04/M06 A2981 RMK AO2 PK WND 01039/1103 PRESRR P0000 T10441061
DVL,2020-02-12 11:16,-98.9083,48.1146,443.00,-5.80,-11.20,76.77,10.00,25.00,T,29.96,M,2.00,38.00,SCT,BKN,OVC,M,1000.00,4300.00,5000.00,M,-SN,M,M,M,38.00,10.00,2020-02-12 11:09,-33.36,KDVL 121116Z AUTO 01025G38KT 2SM -SN SCT010 BKN043 OVC050 M21/M24 A2996 RMK AO2 PK WND 01038/1109 VIS 3/4V5 P0000 FZRANO
RDR,2020-02-12 11:16,-97.4012,47.9611,278.00,-2.20,-5.80,84.17,10.00,31.00,0.00,29.94,1016.30,0.88,39.00,SCT,BKN,M,M,800.00,4000.00,M,M,BLSN,M,M,M,M,M,M,-30.69,KRDR 121116Z 01031G39KT 7/8SM R35/4500V6000FT BLSN SCT008 BKN040 M19/M21 A2994 RMK AO2A SLP163
DVL,2020-02-12 11:23,-98.9083,48.1146,443.00,-5.80,-11.20,76.77,10.00,28.00,T,29.98,M,2.00,32.00,BKN,BKN,OVC,M,800.00,4300.00,5000.00,M,-SN,M,M,M,38.00,10.00,2020-02-12 11:09,-34.56,KDVL 121123Z AUTO 01028G32KT 2SM -SN BKN008 BKN043 OVC050 M21/M24 A2998 RMK AO2 PK WND 01038/1109 CIG 007V011 PRESRR P0000 FZRANO
DIK,2020-02-12 11:25,-102.8019,46.7973,789.00,12.00,7.00,79.93,10.00,21.00,T,29.90,M,1.50,29.00,OVC,M,M,M,1300.00,M,M,M,-SN,M,M,M,33.00,20.00,2020-02-12 11:00,-7.82,KDIK 121125Z AUTO 01021G29KT 1 1/2SM -SN OVC013 M11/M14 A2990 RMK AO2 PK WND 02033/1100 P0000 T11111139 $
RDR,2020-02-12 11:26,-97.4012,47.9611,278.00,-2.20,-7.60,77.14,20.00,32.00,0.00,29.94,1016.30,1.00,41.00,FEW,OVC,M,M,1000.00,4000.00,M,M,BLSN,M,M,M,M,M,M,-31.02,KRDR 121126Z 02032G41KT 1SM R35/4500VP6000FT BLSN FEW010 OVC040 M19/M22 A2994 RMK AO2A SLP163
XWA,2020-02-12 11:28,-103.7505,48.2597,710.85,7.00,1.90,79.13,350.00,17.00,T,30.05,M,4.00,32.00,FEW,SCT,OVC,M,1000.00,1400.00,3000.00,M,-SN,M,M,M,32.00,350.00,2020-02-12 11:19,-12.68,KXWA 121128Z AUTO 35017G32KT 4SM -SN FEW010 SCT014 OVC030 M14/M17 A3005 RMK AO2 PK WND 35032/1119 PRESRR P0000 T11391167 TSNO $
HEI,2020-02-12 11:30,-102.6560,46.0149,828.00,23.00,19.90,87.70,10.00,17.00,T,29.83,M,1.75,33.00,BKN,OVC,M,M,900.00,2500.00,M,M,-SN BR,M,M,M,39.00,10.00,2020-02-12 11:03,8.28,KHEI 121130Z AUTO 01017G33KT 1 3/4SM -SN BR BKN009 OVC025 M05/M07 A2983 RMK AO2 PK WND 01039/1103 PRESRR P0000 T10501067
DVL,2020-02-12 11:30,-98.9083,48.1146,443.00,-7.60,-13.00,76.59,10.00,27.00,T,29.99,M,1.50,35.00,BKN,OVC,M,M,800.00,4300.00,M,M,-SN,M,M,M,38.00,10.00,2020-02-12 11:09,-36.63,KDVL 121130Z AUTO 01027G35KT 1 1/2SM -SN BKN008 OVC043 M22/M25 A2999 RMK AO2 PK WND 01038/1109 VIS 3/4V2 1/2 CIG 007V011 PRESRR P0000 FZRANO
BWP,2020-02-12 11:35,-96.6074,46.2441,294.70,14.00,8.60,78.68,360.00,25.00,0.00,29.76,M,0.75,33.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-6.56,KBWP 121135Z AUTO 36025G33KT 3/4SM M10/M13 A2976 RMK AO1
46D,2020-02-12 11:35,-99.1513,47.4511,489.80,-0.40,-5.80,77.32,10.00,23.00,0.00,29.96,M,8.00,M,FEW,FEW,OVC,M,700.00,1000.00,3100.00,M,M,M,M,M,M,M,M,-25.24,K46D 121135Z AUTO 01023KT 8SM FEW007 FEW010 OVC031 M18/M21 A2996 RMK AO2
7L2,2020-02-12 11:35,-100.2456,46.2206,541.00,12.20,6.80,78.51,30.00,23.00,0.00,29.86,M,1.75,31.00,BKN,BKN,OVC,M,800.00,1900.00,5000.00,M,-SN,M,M,M,M,M,M,-8.30,K7L2 121135Z AUTO 03023G31KT 1 3/4SM -SN BKN008 BKN019 OVC050 M11/M14 A2986 RMK AO2
GAF,2020-02-12 11:35,-97.3709,48.4047,251.00,-5.80,-9.40,83.91,360.00,33.00,0.00,30.01,M,0.25,40.00,SCT,BKN,M,M,300.00,800.00,M,M,-SN,M,M,M,M,M,M,-36.34,KGAF 121135Z AUTO 36033G40KT 1/4SM -SN SCT003 BKN008 M21/M23 A3001 RMK AO2
9D7,2020-02-12 11:35,-99.2364,48.4800,451.00,-7.60,-7.60,100.00,10.00,25.00,0.00,30.04,M,6.00,35.00,SCT,OVC,M,M,900.00,6000.00,M,M,BR,M,M,M,M,M,M,-35.80,K9D7 121135Z AUTO 01025G35KT 6SM BR SCT009 OVC060 M22/M22 A3004 RMK AO2
D50,2020-02-12 11:35,-103.2973,48.9285,594.00,-2.20,-7.60,77.14,360.00,21.00,0.00,30.14,M,6.00,M,FEW,BKN,OVC,M,900.00,2400.00,3600.00,M,HZ,M,M,M,M,M,M,-26.76,KD50 121135Z AUTO 36021KT 6SM HZ FEW009 BKN024 OVC036 M19/M22 A3014 RMK AO2
D60,2020-02-12 11:35,-102.8974,48.3803,690.00,5.00,1.40,84.68,40.00,17.00,0.00,30.05,M,8.00,M,FEW,BKN,OVC,M,1800.00,2900.00,3400.00,M,M,M,M,M,M,M,M,-15.30,KD60 121135Z AUTO 04017KT 8SM FEW018 BKN029 OVC034 M15/M17 A3005 RMK AO2
06D,2020-02-12 11:35,-99.6208,48.8844,555.00,-11.20,-20.20,63.32,10.00,26.00,0.00,30.02,M,10.00,34.00,SCT,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,-41.11,K06D 121135Z AUTO 01026G34KT 10SM SCT012 M24/M29 A3002 RMK AO2
2C8,2020-02-12 11:35,-97.6320,48.7837,272.00,-9.40,-14.80,76.40,350.00,23.00,0.00,30.07,M,0.75,36.00,OVC,M,M,M,300.00,M,M,M,UP,M,M,M,M,M,M,-37.33,K2C8 121135Z AUTO 35023G36KT 3/4SM UP OVC003 M23/M26 A3007 RMK AO2
20U,2020-02-12 11:35,-103.9821,46.9252,840.00,19.40,19.40,100.00,20.00,20.00,0.00,29.95,M,3.00,27.00,OVC,M,M,M,600.00,M,M,M,-DZ,M,M,M,M,M,M,2.40,K20U 121135Z AUTO 02020G27KT 3SM -DZ OVC006 M07/M07 A2995 RMK AO2
Y19,2020-02-12 11:35,-100.8944,46.7680,592.00,6.80,3.20,84.80,10.00,26.00,0.00,29.92,M,1.50,M,BKN,BKN,BKN,M,600.00,1000.00,1800.00,M,-SN,M,M,M,M,M,M,-16.66,KY19 121135Z AUTO 01026KT 1 1/2SM -SN BKN006 BKN010 BKN018 M14/M16 A2992 RMK AO2
S25,2020-02-12 11:35,-103.2552,47.7966,642.00,10.40,5.00,78.35,30.00,11.00,0.00,30.04,M,8.00,M,FEW,SCT,OVC,M,700.00,1300.00,2700.00,M,-SN,M,M,M,M,M,M,-4.83,KS25 121135Z AUTO 03011KT 8SM -SN FEW007 SCT013 OVC027 M12/M15 A3004 RMK AO2
